,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,SnowFall,PrecipTotal,AvgSpeed
1958,2012-06-29,88.0,69.5,79.0,61.5,68.0,0.0,0.35,7.6000000000000005
1960,2012-06-30,90.5,69.5,80.5,67.5,72.0,0.0,0.0005,7.0
1962,2012-07-01,90.5,67.0,79.0,67.5,71.5,0.0,0.2805,5.5
1964,2012-07-02,97.5,72.5,85.5,69.0,74.0,0.0,0.0,5.75
1966,2012-07-03,95.5,77.0,86.5,67.0,73.5,0.0,0.0,10.0
1968,2012-07-04,101.5,79.5,91.0,68.0,75.0,0.0,0.0,9.25
1970,2012-07-05,102.5,79.0,91.0,68.5,75.0,0.0,0.1405,7.25
1972,2012-07-06,103.5,82.5,93.5,71.0,77.0,0.0,0.0,7.1
1974,2012-07-07,98.0,73.5,86.0,67.5,72.5,0.0,0.0,11.350000000000001
1976,2012-07-08,85.0,71.0,78.5,56.0,65.0,0.0,0.0,12.3
1978,2012-07-09,89.5,67.0,78.5,58.0,65.5,0.0,0.0,6.85
1980,2012-07-10,82.5,69.0,76.0,55.5,64.0,0.0,0.0,10.6
1982,2012-07-11,86.5,66.5,77.0,57.0,65.0,0.0,0.0,8.45
1984,2012-07-12,90.5,68.5,80.0,53.5,64.5,0.0,0.0,8.7
1986,2012-07-13,93.0,71.5,82.5,63.0,69.0,0.0,0.1405,6.4
1988,2012-07-14,89.5,70.5,80.0,65.5,70.0,0.0,0.001,5.65
1990,2012-07-15,95.0,70.5,83.0,66.0,71.5,0.0,0.0,7.1
1992,2012-07-16,97.5,74.5,86.5,65.5,72.5,0.0,0.0,8.399999999999999
1994,2012-07-17,99.0,79.5,89.5,66.5,74.0,0.0,0.0,9.600000000000001
1996,2012-07-18,92.5,71.5,82.0,71.0,74.0,0.0,0.7,8.75
1998,2012-07-19,84.0,70.5,77.5,70.0,72.0,0.0,0.845,10.25
2000,2012-07-20,81.5,68.5,75.5,60.0,65.5,0.0,0.0005,10.6
2002,2012-07-21,88.0,67.0,77.5,63.0,69.0,0.0,0.0,4.6
2004,2012-07-22,89.5,71.5,81.0,65.5,70.5,0.0,0.0055,6.45
2006,2012-07-23,97.5,81.0,89.5,67.5,74.0,0.0,0.0055,10.65
2008,2012-07-24,86.0,70.0,78.5,65.5,70.5,0.0,0.455,7.6
2010,2012-07-25,100.0,72.0,86.5,67.0,73.0,0.0,0.005,12.1
2012,2012-07-26,89.0,70.5,80.0,69.0,72.5,0.0,0.39,8.95
2014,2012-07-27,86.5,68.0,77.5,64.0,68.5,0.0,0.02,8.75
2016,2012-07-28,82.5,69.0,76.0,60.0,66.0,0.0,0.0,8.350000000000001
2018,2012-07-29,86.5,65.5,76.0,58.5,66.0,0.0,0.0005,5.8
2020,2012-07-30,92.5,71.5,82.5,61.5,69.0,0.0,0.0,7.2
2022,2012-07-31,85.5,69.5,78.0,65.0,69.5,0.0,0.165,7.5
2024,2012-08-01,89.5,69.5,79.5,63.5,69.0,0.0,0.0,4.2
2026,2012-08-02,93.0,68.5,81.0,62.0,69.0,0.0,0.0,6.65
2028,2012-08-03,94.5,72.5,83.5,66.0,72.0,0.0,0.0,6.1
2030,2012-08-04,94.0,71.5,83.0,68.5,72.0,0.0,0.6950000000000001,6.45
2032,2012-08-05,84.5,68.0,76.5,59.0,66.0,0.0,0.0,8.7
2034,2012-08-06,85.5,64.5,75.5,56.0,64.0,0.0,0.0,4.449999999999999
2036,2012-08-07,93.0,64.5,79.0,59.5,67.5,0.0,0.0,7.800000000000001
2038,2012-08-08,84.0,73.5,79.0,62.0,68.0,0.0,0.0055,8.6
2040,2012-08-09,76.0,64.5,70.5,62.5,65.5,0.0,0.025500000000000002,9.399999999999999
2042,2012-08-10,76.0,61.5,69.0,55.0,60.5,0.0,0.29000000000000004,14.3
2044,2012-08-11,78.5,57.0,68.0,52.5,59.0,0.0,0.0,8.25
2046,2012-08-12,76.5,58.0,67.5,53.5,60.5,0.0,0.0005,4.25
2048,2012-08-13,70.5,61.5,66.5,61.0,63.0,0.0,0.37,2.75
2050,2012-08-14,83.0,57.5,70.5,60.0,64.0,0.0,0.0055,4.55
2052,2012-08-15,85.5,66.0,76.0,59.5,66.0,0.0,0.001,6.3
2054,2012-08-16,76.0,63.0,69.5,61.0,65.0,0.0,0.35,10.1
2056,2012-08-17,76.5,58.5,67.5,51.5,58.5,0.0,0.0,6.9
2058,2012-08-18,77.5,55.0,66.5,49.0,57.5,0.0,0.0,4.75
2060,2012-08-19,79.0,60.5,70.0,49.5,58.5,0.0,0.0,3.9000000000000004
2062,2012-08-20,75.0,59.0,67.0,55.0,60.0,0.0,0.305,5.1
2064,2012-08-21,79.0,55.5,67.5,50.5,58.5,0.0,0.0,4.6
2066,2012-08-22,84.5,63.0,74.0,51.5,60.5,0.0,0.0,5.8
2068,2012-08-23,91.5,66.5,79.0,55.0,64.0,0.0,0.015,7.699999999999999
2070,2012-08-24,93.5,67.5,80.5,56.5,66.0,0.0,0.0,8.350000000000001
2072,2012-08-25,93.5,68.5,81.5,56.5,66.0,0.0,0.0,8.05
2074,2012-08-26,80.0,67.0,74.0,66.0,68.0,0.0,2.115,7.3
2076,2012-08-27,88.0,67.5,78.0,61.5,67.0,0.0,0.0,6.0
2078,2012-08-28,85.5,64.0,75.0,60.5,65.5,0.0,0.0,5.45
2080,2012-08-29,84.0,67.5,76.0,58.5,65.0,0.0,0.0,5.55
2082,2012-08-30,90.5,66.5,78.5,58.0,66.0,0.0,0.0,10.0
2084,2012-08-31,92.5,71.5,82.5,64.0,70.0,0.0,0.0,10.25
2086,2012-09-01,76.5,72.0,74.5,67.0,70.0,0.0,0.1255,11.15
2088,2012-09-02,81.5,74.0,78.0,69.0,71.5,0.0,0.0005,11.399999999999999
2090,2012-09-03,87.5,72.0,80.0,69.5,73.0,0.0,0.0,5.15
2092,2012-09-04,89.5,67.0,78.5,68.5,72.0,0.0,0.485,7.55
2094,2012-09-05,86.0,64.5,75.5,64.0,68.0,0.0,0.165,6.75
2096,2012-09-06,86.0,69.0,77.5,61.0,67.0,0.0,0.0,6.1
2098,2012-09-07,78.0,60.0,69.5,59.5,63.5,0.0,0.13,9.2
2100,2012-09-08,73.0,55.0,64.5,49.5,56.0,0.0,0.255,11.1
2102,2012-09-09,72.0,55.5,64.0,51.0,56.5,0.0,0.0,9.45
2104,2012-09-10,76.0,53.0,65.0,48.5,56.0,0.0,0.0,5.7
2106,2012-09-11,83.5,55.5,70.0,52.0,60.0,0.0,0.0,10.9
2108,2012-09-12,86.5,63.0,75.0,55.0,62.5,0.0,0.0,9.95
2110,2012-09-13,71.5,55.0,63.5,54.0,58.0,0.0,0.16,9.95
2112,2012-09-14,75.5,52.5,64.5,45.5,54.5,0.0,0.0005,6.75
2114,2012-09-15,79.0,52.5,66.0,45.0,55.0,0.0,0.0,3.75
2116,2012-09-16,77.5,52.5,65.0,46.5,55.5,0.0,0.0,5.25
2118,2012-09-17,78.5,57.0,68.0,55.5,59.5,0.0,0.21500000000000002,9.0
2120,2012-09-18,63.5,48.5,56.0,38.0,47.0,0.0,0.0005,11.899999999999999
2122,2012-09-19,73.5,44.0,59.0,39.5,50.0,0.0,0.0,15.15
2124,2012-09-20,72.0,53.5,63.0,38.5,50.5,0.0,0.0,8.95
2126,2012-09-21,60.5,50.0,55.5,45.5,50.5,0.0,0.14,6.6
2128,2012-09-22,59.5,45.5,53.0,40.0,46.0,0.0,0.015,11.0
2130,2012-09-23,61.5,41.5,52.0,35.0,43.5,0.0,0.0,6.4
2132,2012-09-24,70.5,39.5,55.5,33.5,46.0,0.0,0.0,11.35
2134,2012-09-25,77.0,51.5,64.5,51.5,57.0,0.0,0.0,8.5
2136,2012-09-26,68.5,55.0,62.0,50.0,55.0,0.0,0.0,9.95
2138,2012-09-27,66.5,47.5,57.5,46.0,51.5,0.0,0.0,8.4
2140,2012-09-28,67.0,51.0,59.5,48.0,52.5,0.0,0.0005,8.600000000000001
2142,2012-09-29,79.0,48.5,64.0,46.0,53.0,0.0,0.0,5.7
2144,2012-09-30,66.5,51.0,59.0,46.0,51.5,0.0,0.0,8.5
2146,2012-10-01,66.0,48.5,57.5,45.5,52.0,0.0,0.0,4.85
2148,2012-10-02,69.0,56.0,62.5,49.5,55.5,0.0,0.0,10.8
2150,2012-10-03,66.0,60.0,63.0,58.0,60.0,0.0,0.14500000000000002,5.9
2152,2012-10-04,79.0,49.5,64.5,51.5,56.0,0.0,0.11,12.45
2154,2012-10-05,50.5,40.5,46.0,31.0,40.0,0.0,0.0005,9.75
2156,2012-10-06,50.0,34.5,42.5,27.5,37.0,0.0,0.0,9.2
2158,2012-10-07,51.0,37.0,44.5,24.0,36.0,0.0,0.0,7.25
2160,2012-10-08,60.0,34.0,47.0,28.0,40.0,0.0,0.0,12.4
2162,2012-10-09,66.0,42.5,54.5,37.0,45.0,0.0,0.175,15.5
2164,2012-10-10,51.5,36.5,44.0,30.5,38.5,0.0,0.0,11.95
2166,2012-10-11,67.0,37.0,52.0,34.0,44.0,0.0,0.0105,13.85
2168,2012-10-12,53.0,39.0,46.0,31.0,40.0,0.0,0.001,10.149999999999999
2170,2012-10-13,67.5,45.5,57.0,51.0,54.0,0.0,0.345,11.899999999999999
2172,2012-10-14,71.5,48.5,60.5,54.5,57.0,0.0,0.655,15.45
2174,2012-10-15,60.0,43.5,52.0,40.5,46.0,0.0,0.0,8.75
2176,2012-10-16,70.0,42.0,56.0,44.0,51.0,0.0,0.0,13.5
2178,2012-10-17,68.5,54.5,61.5,51.5,55.5,0.0,0.47,16.35
2180,2012-10-18,54.5,45.0,50.0,40.5,45.0,0.0,0.1,14.8
2182,2012-10-19,52.5,43.5,48.5,42.5,45.0,0.0,0.08499999999999999,6.8
2184,2012-10-20,58.5,40.0,49.5,40.0,44.0,0.0,0.0,7.1
2186,2012-10-21,69.0,39.5,54.5,44.5,49.5,0.0,0.0,6.0
2188,2012-10-22,66.0,52.5,59.5,55.5,57.5,0.0,0.545,6.65
2190,2012-10-23,69.5,58.0,64.0,59.5,61.0,0.0,0.045,6.35
2192,2012-10-24,78.5,59.5,69.0,61.0,64.5,0.0,0.0,10.899999999999999
2194,2012-10-25,76.0,45.0,60.5,55.5,59.0,0.0,0.29000000000000004,16.950000000000003
2196,2012-10-26,51.0,37.5,44.5,30.0,39.0,0.0,0.0,9.899999999999999
2198,2012-10-27,48.0,35.0,41.5,27.5,36.5,0.0,0.0,10.8
2200,2012-10-28,49.5,39.0,44.5,30.5,38.5,0.0,0.0005,14.25
2202,2012-10-29,51.0,37.0,44.5,30.0,38.0,0.0,0.0,15.65
2204,2012-10-30,47.5,39.5,44.0,26.0,36.5,0.0,0.0,19.0
2206,2012-10-31,49.5,34.5,42.0,26.0,35.0,0.0,0.0,13.100000000000001
2208,2013-05-01,84.5,59.5,72.0,53.0,62.0,0.0,0.0,8.85
2210,2013-05-02,63.0,42.0,52.5,40.0,45.0,0.0,0.055,15.75
2212,2013-05-03,49.0,40.0,44.5,41.5,43.5,0.0,0.035,11.35
2214,2013-05-04,71.5,48.5,60.5,44.5,51.0,0.0,0.0105,7.3
2216,2013-05-05,69.5,48.5,59.5,42.0,50.0,0.0,0.0005,8.95
2218,2013-05-06,70.5,50.5,61.0,38.0,49.0,0.0,0.0005,7.75
2220,2013-05-07,75.5,48.5,62.5,40.0,51.5,0.0,0.0,6.05
2222,2013-05-08,78.0,47.0,63.0,42.5,53.5,0.0,0.0,4.75
2224,2013-05-09,75.5,48.0,62.0,49.5,55.0,0.0,0.475,5.65
2226,2013-05-10,48.5,44.0,46.5,42.0,44.5,0.0,0.085,10.4
2228,2013-05-11,61.0,43.5,52.5,36.5,45.0,0.0,0.0,11.899999999999999
2230,2013-05-12,55.0,37.5,46.5,28.5,39.0,0.0,0.0,10.399999999999999
2232,2013-05-13,62.5,37.0,50.0,31.5,43.0,0.0,0.0,6.1
2234,2013-05-14,90.5,53.5,72.5,48.0,58.5,0.0,0.0,11.6
2236,2013-05-15,83.5,61.0,72.5,48.0,58.5,0.0,0.0005,8.95
2238,2013-05-16,82.0,55.0,68.5,45.0,56.0,0.0,0.0,5.15
2240,2013-05-17,71.5,56.5,64.5,46.5,54.0,0.0,0.001,6.449999999999999
2242,2013-05-18,79.5,57.5,68.5,55.5,61.0,0.0,0.0,6.75
2244,2013-05-19,86.5,60.0,73.5,60.5,66.0,0.0,0.0,7.85
2246,2013-05-20,90.5,65.0,78.0,59.5,67.0,0.0,1.17,14.05
2248,2013-05-21,81.5,64.5,73.5,62.5,66.0,0.0,0.38,12.45
2250,2013-05-22,73.0,54.0,64.0,59.5,62.5,0.0,1.0,8.350000000000001
2252,2013-05-23,55.0,42.5,49.0,41.5,45.5,0.0,0.09,16.450000000000003
2254,2013-05-24,57.0,41.5,49.5,33.5,42.0,0.0,0.0,8.55
2256,2013-05-25,57.0,45.0,51.5,36.5,44.0,0.0,0.0,4.4
2258,2013-05-26,67.5,45.0,56.5,43.5,50.0,0.0,0.0105,6.550000000000001
2260,2013-05-27,63.5,54.5,59.5,53.5,56.0,0.0,0.21000000000000002,8.7
2262,2013-05-28,76.0,57.5,67.0,63.5,65.5,0.0,1.2000000000000002,10.25
2264,2013-05-29,84.5,64.5,74.5,63.0,67.0,0.0,0.015,8.95
2266,2013-05-30,83.5,64.5,74.5,65.0,68.5,0.0,0.3,14.25
2268,2013-05-31,77.5,64.5,71.5,64.5,67.0,0.0,0.265,12.399999999999999
2270,2013-06-01,76.0,63.0,70.0,61.5,64.0,0.0,0.5,12.45
2272,2013-06-02,63.0,45.0,54.0,49.0,51.0,0.0,0.01,6.95
2274,2013-06-03,68.0,43.0,56.0,41.5,49.5,0.0,0.0,4.4
2276,2013-06-04,72.0,50.0,61.0,44.5,52.0,0.0,0.0,6.5
2278,2013-06-05,74.5,55.0,65.0,47.5,54.5,0.0,0.0055,8.25
2280,2013-06-06,64.5,53.0,59.0,49.0,53.0,0.0,0.105,9.35
2282,2013-06-07,68.0,53.0,60.5,44.5,52.0,0.0,0.0005,9.55
2284,2013-06-08,74.0,49.5,62.0,42.5,53.0,0.0,0.0,5.5
2286,2013-06-09,81.5,56.5,69.5,54.0,61.0,0.0,0.01,8.65
2288,2013-06-10,75.5,60.5,68.0,62.0,64.5,0.0,0.5549999999999999,4.35
2290,2013-06-11,83.5,60.0,72.0,61.5,66.5,0.0,0.1205,4.3
2292,2013-06-12,86.5,63.5,75.5,64.0,67.0,0.0,0.5,6.9
2294,2013-06-13,72.5,58.5,66.0,53.5,59.0,0.0,0.0,12.7
2296,2013-06-14,77.0,56.5,67.0,50.5,57.0,0.0,0.0,7.85
2298,2013-06-15,80.5,59.5,70.0,61.0,64.5,0.0,0.14500000000000002,7.45
2300,2013-06-16,84.5,69.0,77.0,62.0,67.0,0.0,0.0,9.35
2302,2013-06-17,88.0,60.5,74.5,55.5,63.5,0.0,0.065,8.25
2304,2013-06-18,70.5,56.5,64.0,52.0,56.5,0.0,0.005,12.0
2306,2013-06-19,75.0,55.0,65.0,46.0,55.5,0.0,0.0,7.050000000000001
2308,2013-06-20,86.0,59.0,72.5,57.5,64.0,0.0,0.0,6.550000000000001
2310,2013-06-21,83.5,69.0,76.5,64.0,67.5,0.001,0.45,9.55
2312,2013-06-22,81.5,68.5,75.5,66.0,69.0,0.0,0.02,8.1
2314,2013-06-23,88.0,67.5,78.0,67.0,70.5,0.0,0.4205,10.5
2316,2013-06-24,87.5,67.5,77.5,66.0,69.0,0.0,0.16,10.5
2318,2013-06-25,86.0,68.5,77.5,68.0,71.0,0.0,0.0155,7.75
2320,2013-06-26,80.5,67.0,74.0,66.0,68.0,0.0,0.835,8.2
2322,2013-06-27,90.5,65.0,78.0,66.0,69.5,0.001,0.755,7.0
2324,2013-06-28,83.0,67.5,75.5,60.5,65.5,0.0,0.0805,10.350000000000001
2326,2013-06-29,72.0,64.0,68.0,59.0,62.0,0.0,0.0005,12.15
2328,2013-06-30,76.5,63.0,70.0,52.0,59.5,0.0,0.0,14.05
2330,2013-07-01,75.0,60.0,67.5,50.5,58.0,0.0,0.0,12.95
2332,2013-07-02,68.0,61.0,64.5,52.5,57.5,0.0,0.001,11.75
2334,2013-07-03,73.0,60.5,67.0,60.0,62.0,0.0,0.045000000000000005,4.75
2336,2013-07-04,83.0,58.5,71.0,60.0,64.5,0.0,0.0,6.4
2338,2013-07-05,86.5,61.5,74.0,60.5,66.0,0.0,0.0,5.35
2340,2013-07-06,82.5,68.0,75.5,64.0,68.0,0.0,0.0,5.2
2342,2013-07-07,88.5,70.0,79.5,66.5,71.0,0.0,0.0,7.5
2344,2013-07-08,86.5,70.5,78.5,70.5,73.0,0.0,0.6699999999999999,9.45
2346,2013-07-09,85.0,74.0,79.5,73.0,75.0,0.0,0.0055,8.3
2348,2013-07-10,86.0,66.0,76.5,65.0,69.5,0.0,0.0,8.15
2350,2013-07-11,80.5,63.5,72.5,53.0,61.5,0.0,0.0,7.45
2352,2013-07-12,82.5,59.0,71.0,53.5,61.5,0.0,0.0,5.1
2354,2013-07-13,83.5,64.5,74.0,58.5,65.0,0.0,0.0,7.3
2356,2013-07-14,88.0,72.5,80.5,66.0,70.5,0.0,0.0,8.05
2358,2013-07-15,90.0,73.0,81.5,71.0,74.0,0.0,0.055,5.65
2360,2013-07-16,92.5,75.0,84.0,71.0,75.0,0.0,0.005,7.05
2362,2013-07-17,94.5,76.5,85.5,71.0,75.5,0.0,0.0,7.0
2364,2013-07-18,95.5,78.0,87.0,71.5,76.0,0.0,0.0005,8.75
2366,2013-07-19,96.5,73.0,85.0,69.5,75.0,0.0,0.2905,13.95
2368,2013-07-20,88.5,71.5,80.0,63.5,69.0,0.0,0.034999999999999996,7.35
2370,2013-07-21,88.5,70.0,79.5,64.0,69.0,0.0,0.005,7.300000000000001
2372,2013-07-22,88.5,71.5,80.0,65.0,70.5,0.0,0.001,7.4
2374,2013-07-23,79.0,64.0,72.0,59.0,64.0,0.0,0.015,11.2
2376,2013-07-24,72.5,61.0,67.0,49.5,57.5,0.0,0.0,9.3
2378,2013-07-25,81.0,57.5,69.5,53.0,60.5,0.0,0.0,4.5
2380,2013-07-26,72.0,63.5,68.0,59.5,62.5,0.0,0.2,9.35
2382,2013-07-27,66.5,56.0,61.5,50.0,55.5,0.0,0.0,10.95
2384,2013-07-28,70.0,54.5,62.5,48.5,54.5,0.0,0.001,9.45
2386,2013-07-29,76.0,57.5,67.0,54.0,59.0,0.0,0.0,7.35
2388,2013-07-30,74.0,59.0,67.0,57.5,61.5,0.0,0.0205,5.35
2390,2013-07-31,75.0,63.0,69.5,63.5,65.0,0.0,0.33999999999999997,4.300000000000001
2392,2013-08-01,81.5,61.0,71.5,55.5,62.0,0.0,0.0,7.449999999999999
2394,2013-08-02,85.0,63.5,74.5,62.5,66.5,0.0,0.52,7.949999999999999
2396,2013-08-03,80.0,65.0,73.0,54.5,62.0,0.0,0.0,7.6
2398,2013-08-04,74.5,60.0,67.5,55.5,61.0,0.0,0.001,7.35
2400,2013-08-05,75.5,60.5,68.5,57.5,61.5,0.0,0.045000000000000005,7.75
2402,2013-08-06,84.0,67.5,76.0,66.5,69.5,0.0,0.02,8.7
2404,2013-08-07,90.0,68.5,79.5,67.5,71.0,0.0,0.0055,10.2
2406,2013-08-08,78.5,67.0,73.0,55.5,62.0,0.0,0.0,10.05
2408,2013-08-09,83.0,60.5,72.0,59.0,65.0,0.0,0.0005,5.449999999999999
2410,2013-08-10,81.0,66.0,74.0,56.0,63.0,0.0,0.0,6.95
2412,2013-08-11,82.5,61.5,72.5,59.0,64.5,0.0,0.0055,4.2
2414,2013-08-12,83.5,68.0,76.0,64.0,67.5,0.0,0.465,7.6
2416,2013-08-13,70.5,60.0,65.5,51.0,57.5,0.0,0.0,10.75
2418,2013-08-14,71.5,57.0,64.5,49.5,56.0,0.0,0.0,7.05
2420,2013-08-15,74.5,56.0,65.5,51.5,58.0,0.0,0.0,4.95
2422,2013-08-16,82.0,56.5,69.5,51.5,60.0,0.0,0.0,5.5
2424,2013-08-17,80.0,58.5,69.5,55.5,62.0,0.0,0.0,6.35
2426,2013-08-18,81.0,60.5,71.0,57.0,63.5,0.0,0.0,4.8
2428,2013-08-19,85.5,60.0,73.0,59.0,65.0,0.0,0.0,4.949999999999999
2430,2013-08-20,88.0,67.0,77.5,61.5,67.5,0.0,0.0,7.75
2432,2013-08-21,90.5,69.0,80.0,64.5,70.0,0.0,0.030000000000000002,9.15
2434,2013-08-22,78.0,67.5,73.0,66.5,68.5,0.0,0.295,7.0
2436,2013-08-23,81.5,63.0,72.5,55.0,63.0,0.0,0.0,7.4
2438,2013-08-24,86.0,62.0,74.0,57.5,64.5,0.0,0.0,6.0
2440,2013-08-25,89.0,66.5,78.0,61.0,67.5,0.0,0.0,9.85
2442,2013-08-26,92.0,70.0,81.0,67.0,71.5,0.0,0.0,9.45
2444,2013-08-27,96.0,77.0,87.0,69.0,74.5,0.0,0.0,12.35
2446,2013-08-28,83.0,71.0,77.0,68.0,71.5,0.0,0.0,9.0
2448,2013-08-29,88.0,67.5,78.0,64.5,69.0,0.0,0.0,4.65
2450,2013-08-30,96.0,68.0,82.5,67.5,71.5,0.0,0.415,8.05
2452,2013-08-31,77.5,70.5,74.5,66.5,68.5,0.0,0.515,7.1
2454,2013-09-01,84.5,66.5,75.5,66.5,69.5,0.0,0.08,5.5
2456,2013-09-02,78.0,61.0,70.0,60.5,64.0,0.0,0.0,8.95
2458,2013-09-03,76.5,57.5,67.0,54.0,59.5,0.0,0.0,5.199999999999999
2460,2013-09-04,84.0,59.0,72.0,56.0,62.5,0.0,0.0,6.9
2462,2013-09-05,74.0,62.0,68.5,53.5,60.0,0.0,0.0005,9.55
2464,2013-09-06,85.5,59.5,73.0,56.5,63.5,0.0,0.0,6.0
2466,2013-09-07,87.5,66.5,77.5,61.5,67.5,0.0,0.005,7.300000000000001
2468,2013-09-08,77.5,71.0,74.5,65.5,68.5,0.0,0.0,11.95
2470,2013-09-09,94.0,68.5,81.5,69.0,73.5,0.0,0.0,9.649999999999999
2472,2013-09-10,95.5,77.5,86.5,63.5,71.0,0.0,0.0,12.5
2474,2013-09-11,91.5,75.0,83.5,66.0,71.0,0.0,0.001,7.2
2476,2013-09-12,82.5,62.5,72.5,58.5,64.0,0.0,0.0305,9.600000000000001
2478,2013-09-13,67.0,53.0,60.5,45.0,52.5,0.0,0.0005,12.5
2480,2013-09-14,72.0,49.0,61.0,42.0,52.0,0.0,0.0,6.1
2482,2013-09-15,62.0,57.0,59.5,51.5,55.0,0.0,0.445,5.25
2484,2013-09-16,64.0,53.0,59.0,47.0,52.5,0.0,0.0005,11.8
2486,2013-09-17,70.5,51.0,61.0,50.0,55.5,0.0,0.0005,7.8999999999999995
2488,2013-09-18,81.5,61.0,71.5,59.0,63.0,0.0,0.53,9.05
2490,2013-09-19,84.0,69.5,77.0,67.0,69.5,0.0,0.4205,10.3
2492,2013-09-20,76.5,58.5,67.5,59.5,63.0,0.0,0.0105,11.1
2494,2013-09-21,67.0,51.5,59.5,47.0,53.0,0.0,0.0,9.75
2496,2013-09-22,67.0,49.0,58.0,46.0,51.5,0.0,0.0,7.15
2498,2013-09-23,67.0,48.0,58.0,46.5,52.5,0.0,0.0,6.85
2500,2013-09-24,80.5,50.5,66.0,48.5,54.0,0.0,0.0,7.85
2502,2013-09-25,70.5,53.5,62.5,51.5,56.0,0.0,0.0,6.15
2504,2013-09-26,75.0,52.5,64.0,52.0,58.0,0.0,0.0,4.4
2506,2013-09-27,80.5,54.5,68.0,49.5,57.0,0.0,0.0,7.35
2508,2013-09-28,84.5,56.5,71.0,55.0,61.5,0.0,0.11,12.0
2510,2013-09-29,76.0,52.0,64.0,48.5,54.0,0.0,0.2,7.699999999999999
2512,2013-09-30,75.0,48.5,62.0,48.0,55.0,0.0,0.0,5.550000000000001
2514,2013-10-01,79.0,62.0,71.0,61.5,64.5,0.0,0.0,11.85
2516,2013-10-02,76.5,63.0,70.0,50.0,59.0,0.0,0.0,6.85
2518,2013-10-03,78.0,62.0,70.0,65.0,67.0,0.0,0.46,7.800000000000001
2520,2013-10-04,75.0,65.5,70.5,64.5,66.0,0.0,0.0005,6.1
2522,2013-10-05,80.5,63.0,72.0,66.0,68.0,0.0,0.75,7.25
2524,2013-10-06,70.0,46.5,58.5,44.0,49.5,0.0,0.075,10.05
2526,2013-10-07,67.5,45.0,56.5,44.5,50.0,0.0,0.0005,9.05
2528,2013-10-08,75.5,46.0,61.0,47.0,53.0,0.0,0.0,5.3
2530,2013-10-09,70.5,50.0,60.5,47.0,53.0,0.0,0.0,4.75
2532,2013-10-10,74.5,48.5,61.5,49.5,55.0,0.0,0.0,3.8499999999999996
2534,2013-10-11,76.5,53.5,65.5,49.5,56.0,0.0,0.0,7.300000000000001
2536,2013-10-12,73.0,49.5,61.5,53.0,57.0,0.0,0.065,8.0
2538,2013-10-13,64.5,45.0,55.0,40.5,48.0,0.0,0.0,5.8
2540,2013-10-14,62.0,43.5,53.0,43.5,49.0,0.0,0.0,8.4
2542,2013-10-15,64.5,50.0,57.5,50.5,54.0,0.0,0.08,10.149999999999999
2544,2013-10-16,54.0,47.0,51.0,44.0,47.5,0.0,0.001,10.75
2546,2013-10-17,53.5,42.0,48.0,43.5,46.5,0.0,0.22999999999999998,7.4
2548,2013-10-18,50.0,40.5,45.5,39.5,43.0,0.0,0.0,8.649999999999999
2550,2013-10-19,54.0,42.5,48.5,36.5,42.5,0.0,0.01,9.8
2552,2013-10-20,63.0,38.5,51.0,41.5,46.5,0.0,0.015,7.25
2554,2013-10-21,55.0,34.5,45.0,31.5,39.0,0.0,0.0155,11.15
2556,2013-10-22,41.5,30.0,36.0,31.0,34.5,0.001,0.0155,5.75
2558,2013-10-23,46.0,32.0,39.0,27.0,34.0,0.0,0.001,9.6
2560,2013-10-24,44.0,32.5,38.5,25.0,33.5,0.001,0.0005,10.4
2562,2013-10-25,51.0,29.0,40.0,26.0,35.5,0.0,0.0,11.5
2564,2013-10-26,55.0,37.5,46.5,29.0,39.0,0.0,0.0,13.8
2566,2013-10-27,54.5,30.5,43.0,29.0,37.5,0.0,0.0,6.65
2568,2013-10-28,53.5,35.5,44.5,37.5,41.5,0.0,0.0,9.850000000000001
2570,2013-10-29,57.0,42.5,50.0,39.5,45.0,0.0,0.001,7.05
2572,2013-10-30,63.5,45.0,54.5,52.0,53.0,0.0,0.855,6.85
2574,2013-10-31,64.5,46.5,55.5,56.0,57.0,0.0,1.535,11.45
2576,2014-05-01,49.5,42.5,46.5,40.0,43.0,0.0,0.09,13.7
2578,2014-05-02,66.5,46.5,57.0,41.0,46.0,0.0,0.0205,11.7
2580,2014-05-03,67.5,47.5,58.0,38.0,48.5,0.0,0.0,14.399999999999999
2582,2014-05-04,59.5,45.5,52.5,30.0,42.0,0.0,0.0,10.55
2584,2014-05-05,57.0,44.0,50.5,35.0,43.0,0.0,0.030000000000000002,13.45
2586,2014-05-06,63.0,43.0,53.0,36.0,46.0,0.0,0.0,13.7
2588,2014-05-07,79.0,50.0,64.5,44.5,52.5,0.0,0.001,9.100000000000001
2590,2014-05-08,91.0,59.5,75.5,56.5,64.5,0.0,0.05,14.25
2592,2014-05-09,74.5,55.5,65.5,54.0,59.5,0.0,1.23,15.65
2594,2014-05-10,77.0,49.5,63.5,43.0,53.0,0.0,0.0,6.85
2596,2014-05-11,83.0,57.5,70.5,54.0,60.0,0.0,0.265,9.5
2598,2014-05-12,85.0,64.5,75.0,65.5,68.5,0.0,1.0599999999999998,12.25
2600,2014-05-13,68.5,53.0,61.0,54.0,57.0,0.0,0.13,11.55
2602,2014-05-14,56.5,44.0,50.5,40.0,47.0,0.0,0.04,12.25
